id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,salaire.libelle,contact.coordonnees1,origineOffre.origine,origineOffre.urlOrigine,salaire.complement1,salaire.complement2,deplacementCode,contact.nom,salaire_per_year,Contrat,city_name,matched_acad,diploma_needed
179WDGK,Mécanicien vehicules (H/F),"PARTNAIRE St Philbert de Grand Lieu recrute, pour l'un de ses clients,un mécanicien (H/F). Vous intégrerez une entreprise, située à Geneston, spécialisée dans l'entretien et la réparation de véhicules automobiles légers.

En tant que Mécanicien(ne), vous serez responsable de l'entretien et de la réparation des véhicules légers. 

Vos missions principales seront d'effectuer l'entretien et les réparations courantes sur les véhicules.

Points clés :
 - Vidanges et changements de pièces,
 - Contrôles réguliers des véhicules.

Vous travaillerez en étroite collaboration avec l'équipe pour garantir la satisfaction des clients. 

Ce poste est à pourvoir en CDI à temps complet, avec un salaire, selon expérience entre 12.00 et 15.00 euros bruts par heure. Prise de poste dès que possible.

Horaires : 35h sur 4.5 jours du lundi au vendredi. Vous disposez,  a minima, d'un CAP en mécanique automobile et vous justifiez d'une expérience récente sur un poste similaire. 

Vous êtes rigoureux, autonome et vous avez un bon esprit d'équipe. 

La satisfaction des clients est votre priorité.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:36.450Z,2024-08-23T04:38:36.653Z,I1604,Mécanicien / Mécanicienne automobile,Mécanicien / Mécanicienne d'entretien en automobile,CDI,CDI,Contrat travail,E,1,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,44 - Geneston,47.058834,-1.526145,44140,44223,PARTNAIRE SUD NANTES,Horaire de 12.0 Euros à 15.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=0QOCboYJwhZuKptQ5GE3zw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGK,0,0,0.0,0,24960.0,CDI,Geneston,,Ingénierie et Technologie
179WDGJ,PRÉPARATEUR DE COMMANDES (H/F),"PARTNAIRE, chercheur de talents CDI, CDD, intérim, recherche pour son agence de Pontivy reconnue par ses clients pour sa qualité de service et pour son implication au quotidien, des PREPARATEURS DE COMMANDES  H/F pour travailler au sein d'une base logistique. Vous souhaitez intégrer un groupe jouant un rôle majeur dans le secteur de la grande distribution en Europe.

Le poste est basé sur le secteur de Neulliac (56).

Au sein des différents services (sec, fraisgel...), vous êtes amené à effectuer les missions suivantes :
- Préparation de commandes
- Montage de palettes en fonction des commandes effectuées par les points de vente
- Filmage
- Chargement de camions
- Respect des règles d'hygiène et de sécurité
- Manutentions diverses

Vous travaillez du lundi au samedi ou du dimanche au vendredi, sur les horaires : matin, journée ou nuit avec un jour de repos dans la semaine.

Mission intérim renouvelable.

Vous disposez du CACES 1B ou non   
PARTNAIRE vous forme !

Si votre candidature est retenue, vous serez rapidement contacté par l'un de nos spécialistes en recrutement pour un entretien à l'agence PARTNAIRE de Pontivy. Vous disposez, idéalement, d'une première expérience réussie sur un poste similaire au sein d'une base logistique

Vous êtes rigoureux, polyvalent et avez le sens du travail en équipe. 

Vous vous reconnaissez dans cette offre   N'attendez plus, postulez !

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:30.557Z,2024-08-23T04:38:30.771Z,N1103,Préparateur / Préparatrice de commandes,Préparateur / Préparatrice de commandes,MIS,Intérim - 1 Mois,Contrat travail,D,0,35H,Temps plein,1.0,Manœuvre,78.20Z,78.0,Activités des agences de travail temporaire,56 - Neulliac,48.124307,-2.959561,56300,56146,GROUPE PARTNAIRE,Horaire de 11.65 Euros à 11.65 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=hvjqd7CcRBQGU/cAV3JctQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGJ,0,0,0.0,0,24232.0,Intérim,Neulliac,,Gestion et Management
179WDGH,Soudeur (H/F),"PARTNAIRE Chantonnay accompagne une entreprise qui conçoit et fabrique du matériel pour le secteur de l'agriculture dans le recrutement de ses collaborateurs, dont un Soudeur (H/F)

Au sein de l'atelier, sous la responsabilité du chef d'atelier,  vous aurez la charge de réaliser la Soudure d'ensemble et de sous-ensemble de machines agricoles par procédés semi-automatique

Contrat temporaire à temps plein 35h/semaine sur 4 jours (possibilité d'effectuer des heures supplémentaires le vendredi matin). Votre expérience en Soudure sera impérative pour occuper cette fonction, ainsi que la bonne lecture des plans

Nous cherchons une personne dynamique et autonome, qui est à l'aise avec l'outil informatique.

12.50EUR + 0.70EUR/heures de prime soudure (plafonné à 35H/sem) - Taux horaire selon expérience

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:28.125Z,2024-08-23T04:38:28.335Z,H2913,Soudeur / Soudeuse,Soudeur / Soudeuse à l'arc semi-automatique,MIS,Intérim - 2 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,85 - Bournezeau,46.632343,-1.136618,85480,85034,GROUPE PARTNAIRE,Horaire de 13.0 Euros à 14.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=dVgYDcPPCNqHF3e93mnFUA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGH,0,0,0.0,0,27040.0,Intérim,Bournezeau,,Ingénierie et Technologie
179WDGG,RÉGLEUR (H/F),"Notre client est une entreprise spécialisée dans la fabrication d'articles en fils métalliques, de chaînes et de ressorts. Située à MONTRICHARD VAL DE CHER, elle compte entre 20 et 49 salariés. En constante croissance, notre client est reconnu pour son expertise et sa qualité de production.

Nous recherchons un opérateur régleur H/F pour une mission d'intérim à temps complet. Le salaire proposé est de 11.65 euros par heure minimum. Les tâches incluent la préparation et le réglage des machines, le contrôle de la production et la maintenance de premier niveau.

Points clés :

 - Mission intérim temps complet
 - Salaire horaire minimum de 11.65 euros
 - Préparation et réglage des machines
 - Contrôle de la production et maintenance Le candidat idéal devra être titulaire d'un BAC professionnel et justifier d'une expérience de 1 à 2 ans dans un poste similaire. La rigueur, la réactivité et la capacité à travailler en équipe seront des atouts essentiels pour réussir dans ce rôle.

Les compétences et qualités attendues :

 - BAC professionnel requis
 - Expérience de 1 à 2 ans exigée
 - Rigueur et réactivité
 - Capacité à travailler en équipe

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:25.402Z,2024-08-23T04:38:25.695Z,H2912,Régleur / Régleuse d'équipements industriels,Régleur / Régleuse d'équipement industriel de production,MIS,Intérim - 18 Mois,Contrat travail,E,1,35H,Temps plein,1.0,Manœuvre,78.20Z,78.0,Activités des agences de travail temporaire,41 - Montrichard Val de Cher,47.346629,1.205845,41400,41151,PARTNAIRE,Horaire de 11.65 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=LUHQzD7Yk7wxZXGThc6QYQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGG,0,0,0.0,0,24232.0,Intérim,Montrichard Val de Cher,,Ingénierie et Technologie
179WDGD,Dessinateur projeteur (H/F),"Partnaire, acteur majeur de l'emploi depuis 1952, propose une offre globale au service de la gestion des Ressources Humaines : CDI, CDD, Intérim, Formation et Conseil. Nous sommes une agence BTP qui intervient dans les corps de métiers suivants : gros oeuvre, second oeuvre et travaux publics. 
L'équipe de Partnaire BTP est heureuse d'accueillir votre candidature. A très bientôt.

Nous recherchons un dessinateur projeteur métallerie (H/F):

Vos missions sont les suivantes:

- Réaliser des plans, des schémas de conception et d'exécution sur AUTOCAD
- Consulter les fournisseurs 
- Effectuer les mises au point avec les clients et les architectes 
- Rendre compte au responsable du bureau d'études 
- Conception et modélisation en 2D et 3D 
- Suivi des exécutions des travaux Profil recherché :

- Expérience de 5 à 10 ans sur un poste similaire 
- Niveau bac à bac+3 en études du bâtiment fortement apprécié
- Très bonnes connaissances de la métallerie 
- Autonome, rigoureux, motivé et ayant l'esprit d'équipe, vous êtes reconnu tant pour votre savoir être que pour vos connaissances techniques 
- Une bonne pratique d'AUTOCAD et d'EXCEL est indispensable

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:19.975Z,2024-08-23T04:38:20.502Z,F1104,Dessinateur / Dessinatrice du BTP,Dessinateur / Dessinatrice en métallerie,CDI,CDI,Contrat travail,E,5,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,77 - Nemours,48.266711,2.703049,77140,77333,OTTI,Horaire de 13.0 Euros à 20.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=ofAaY/gLkQK7pzUBumnXNg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGD,0,0,0.0,0,27040.0,CDI,Nemours,,Sciences Sociales et Humanités
179WDGC,Manutentionnaire (H/F),"Votre agence Partnaire Villefranche recherche pour son client, acteur majeur dans le transport et la logistique , un manutentionnaire H/F, basé sur Saint-Georges -de-Reneins (69)

Vous souhaitez intégrer une structure à taille humaine?

En lien avec le responsable du site, vous travaillez en binôme. Vos missions sont les suivante:

- Faire la mise en place des palettes et des panneaux solaires 
- Filmer et cercler les colis

Port de charge jusqu'à 20kg à prendre en compte ( vous portez les panneaux solaires à 2)


DIVERS:
Le poste est basé sur Saint-Georges-de-Reneins (69)
Prise de poste en intérim à partir du 29/07/2024 pour un mois renouvelable
Horaire en 2*8 : 6H15 - 13H45 ou 12H - 19H30 en alternance une semaine sur deux, du lundi au vendredi
La rémunération est a 11,70EUR BRUT / Heure

La gare de Saint-Georges-de-Reneins (69) est à 5 minutes à pieds Vous avez une première expérience en logistique ou vous souhaitez vous reconvertir ? 
Vous cherchez une longue mission et souhaitez vous investir?


Alors n'attendez pas et postulez !

La rémunération est a 11,70EUR BRUT / Heure

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:16.655Z,2024-08-23T04:38:16.865Z,N1105,Manutentionnaire,Manutentionnaire,MIS,Intérim - 1 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,69 - Saint-Georges-de-Reneins,46.061192,4.710825,69830,69206,PARTNAIRE,Horaire de 11.65 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=o72PUK0wXGWWatQ7NqAEFw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGC,0,0,0.0,0,24232.0,Intérim,Saint-Georges-de-Reneins,,Gestion et Management
179WDGB,Cariste (H/F),"Votre agence Partnaire de Brétigny sur Orge, spécialisée dans les métiers de la logistique, vous accompagne dans votre recherche.

Notre client, spécialisé dans l'organisation d'événement, est à la recherche de magasinier-cariste H/F

Au sein de l'entrepôt, vos tâches seront les suivantes :

- Déplacement de marchandises à l'aide du chariot élévateur caces 3 et 5 R-489
- Chargement-déchargement
- Manutention
- Nettoyage du poste de travail

Port de charges lourdes à prévoir

Horaire du lundi au vendredi 08h30/16h30 

Site non accessible en transport en commun Vous êtes expérimentés sur le caces 3 et caces 5
Une expérience dans le domaine de l'évènementiel est souhaité
Vous êtes motivé et dynamique
Vous possédez 2 ans minimum en tant que magasinier.

Taux horaires : 12.60EURbrut/Heure + Tickets restaurants 7.00EUR/jour travaillé

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:38:09.234Z,2024-08-23T04:38:09.450Z,N1101,Cariste,Cariste manutentionnaire,MIS,Intérim - 3 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,91 - Plessis-Pâté,48.615033,2.332844,91220,91494,PARTNAIRE METIERS TECHNIQUES ILE DE FRAN,Mensuel de 1900.0 Euros à 2000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=xakthj7tFQq/KUf7/MGtog==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDGB,0,0,0.0,0,22800.0,Intérim,Plessis-Pâté,,Gestion et Management
179WDFZ,Réparateur polyester (H/F),"L'agence PARTNAIRE des Herbiers accompagne le Groupe Bénéteau, n°1 mondial de la construction nautique, dans la constitution de son futur équipage. Rejoindre le Groupe Bénéteau, c'est vivre une aventure collective et avoir l'opportunité de choisir son métier et d'être acteur de son parcours professionnel.

Vous ne connaissez pas le métier de Réparateur polyester (h/f) ? On vous explique tout.

Le poste consiste à réparer les défauts et imperfections après le démoulage de la pièce (coque ou pont). Cela peut aller de la réparation d'une simple bulle ou rayure à un plan de joint.
L'opérateur peut aussi parfois être amené à réparer les défauts polyester et vernis avant l'expédition du bateau (répare les éclats ou autres anomalies détectés par les contrôleurs qualité ou par les opérateurs).

Outils portatifs utilisés : meuleuse, ponceuse, lustreuse, pistolet peinture

Le poste nécessite le port de charges.

Conditions :
- Taux horaire minimum à 12EUR9 bruts + prime d'habillage (0EUR93 par jour) + prime EPI (30EUR par mois) + panier jour si en 2*8 (12EUR12)
- Le 13 ème mois (payé mensuellement) après 3 mois d'ancienneté
- Contrat de mission en intérim
- Travail sur 35h00 hebdomadaire en Journée (7h40 16h40 avec 1h de pause déjeuner) et/ou 2*8 (5h 13h ou 13h 21h) 
- Accès au CET dès la première heure (rémunération à 5%)
- Possibilité d'aide au logement, garde enfant, aide à la mobilité (sous condition)
- Accès au CSE Partnaire dès la première heure
- Accès à la mutuelle intérimaire santé


Vous êtes tenté ? A très vite en agence ! Vous avez une expérience professionnelle en industrie d'au moins 3 ans et souhaitez évoluer dans un nouvel environnement de travail.

Des compétences dans le domaine de ma carrosserie sont un plus.

Vous êtes curieux, vous aimez le travail manuel et soigné.

Alors ce poste est fait pour vous ! Postulez aujourd'hui, notre équipe attend votre CV et sera ravie d'échanger sur votre projet professionnel.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:33:34.526Z,2024-08-23T04:33:34.752Z,H3404,Peintre industriel / industrielle,Gelcoater,MIS,Intérim - 6 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,85 - Herbiers,46.863236,-1.028639,85500,85109,PARTNAIRE,Horaire de 13.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=4ppBTl8cXL/q7C/QFATH9Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDFZ,0,0,0.0,0,27040.0,Intérim,Herbiers,,Santé et Médecine
179WDFW,Agent de fabrication (H/F),"Partnaire Valenciennes recherche pour son client spécialisé dans la production et l'approvisionnement de pièces dans l'automobile situé à Onnaing, des agents de fabrication (H/F).

Vous serez en charge des missions suivantes : 

- Assurer la fabrication et garantir la bonne qualité de vos opérations
- La préparation de commandes
- Le reconditionnement des pièces
- La manutention

Taux horaire : 11.65 ainsi que diverses primes.
Avantages : Ticket restaurant, panier repas, heures de nuit majorées.
Première expérience réussie souhaitée.
Les horaires seront postés (2X8 et 3X8) Vous avez une expérience en qualité d'agent de production
Vous avez un savoir-être irréprochable
Vous travaillez en toute sécurité
Vous êtes sérieux, mobile, travailleur, réactif

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:33:07.414Z,2024-08-23T04:33:07.611Z,H3302,Agent / Agente de conditionnement,Agent(e) de fabrication polyvalent(e) en industrie,MIS,Intérim - 18 Mois,Contrat travail,D,0,35H,Temps plein,1.0,Manœuvre,78.20Z,78.0,Activités des agences de travail temporaire,59 - Onnaing,50.392602,3.59755,59264,59447,PARTNAIRE,Horaire de 11.65 Euros à 11.65 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=tNLdZ9pWsoKxlQ4Lrm40LQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDFW,0,0,0.0,0,24232.0,Intérim,Onnaing,,Santé et Médecine
179WDFV,TECHNICIEN DE MAINTENANCE (H/F),"Notre client basé sur Sarreguemines en activité dans l'industrie chimique est spécialisé dans les produits cosmétiques, recrute de nombreux profils dans le but de rejoindre une équipe dynamique.

A la recherche d'un nouvel emploi ? Ne cherchez plus, l'agence Partnaire de Sarreguemines vous propose un poste de technicien de maintenance H/F.

Vos missions si vous l'acceptez consisteront à :

- Maintenance curative : Etablir les diagnostics, analyser la casse, définir les mesures à mettre en oeuvre
et réparer la panne.
- Réduction des pertes (manque air, électricité, eau, vapeur, ozone) des équipements
- Calibration des appareils de mesures des équipements, qui peuvent influer directement sur la qualité
des produits
- Assurer la maintenance des automates
- Être responsable de l'état général des équipements dont vous avez la charge : standards HSE, QA, 5S,
PM et AM
- Définir le planning de maintenance sur les équipements en accord avec le responsable des opérations
dans la zone
- Rédiger des permis de travail nécessaires pour l'intervention de sociétés extérieures en accord avec les
règles de sécurité internes


Rythme de travail en 3x8 Vous avez un BAC +2/3 en maintenance
Vous avez une expérience de 3 à 4 ans sur un poste technique équivalent
Vous avez des compétences techniques dans les domaines mécanique, pneumatique, électrique, automatisme (savoir lire et interpréter un schéma électrique, pneumatique), des notions en automatisme sont un plus
Vous avez des compétences de base en MS Office : Excel, Word, Powerpoint. SAP est un plus.
Vous êtes autonome, rigoureux et aimez le travail en équipe

Mes avantages :

- Cantine sur place
- 13ème mois + indemnités de déplacement
- 27 jours de congés payés
- 15 vendredis libérés
- Un environnement de travail dynamique, respectueux & avec des valeurs",2024-08-23T04:33:04.111Z,2024-08-23T04:33:04.347Z,I1302,Automaticien / Automaticienne,Technicien(ne) de maintenance en systèmes automatisés,CDI,CDI,Contrat travail,E,2,38H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,57 - Sarreguemines,49.110922,7.07705,57200,57631,PARTNAIRE,Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=sUCY7daG14xVR9x46F+5nQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDFV,0,0,0.0,0,30000.0,CDI,Sarreguemines,,Ingénierie et Technologie
179WDFS,Agent de conditionnement (H/F),"Votre agence Partnaire Chateau-Arnoux, reconnue par ses clients pour sa qualité du service et soucieuse de la fidélisation de ses intérimaires, recherche pour son client un AGENT DE CONDITIONNEMENT (H/F) basé au Poet (05300).

Entreprise artisanale, notre client est reconnu pour la qualité de ses produits dans le secteur de l'agroalimentaire. 

Sous la responsabilité du chef d'atelier, vous serez en charge du conditionnement des calissons et des nougats : 

- Réglage des machines selon les différentes dimensions.
- Alimenter les lignes de conditionnement.
- Vérification de la qualité des produits.
- Contrôle du positionnement des produits.
- Etiqueter les produits.
- Conditionnement des produits dans les cagettes et assurer leur stockage.
- Veiller au chargement des machines.
- Finition peinture et moulage de la pâte d'amande.

Contrat : intérim.
Travail sur 5 jours (35h00 / semaine) ou 4 jours (32h00 / semaine).
Horaires : 08h00 - 16h30, modulables selon les besoins.
Taux horaire : 11EUR65. Vous êtes dynamique, faite preuve de vigilance et vous avez le goût pour le travail en équipe. 
Vous êtes reconnu(e) pour votre rigueur et votre réactivité.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:32:47.836Z,2024-08-23T04:32:48.051Z,H3302,Agent / Agente de conditionnement,Agent(e) de fabrication polyvalent(e) en industrie,MIS,Intérim - 1 Mois,Contrat travail,D,0,temps partiel,Temps partiel,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,05 - Poët,44.283211,5.907332,5300,5103,GROUPE PARTNAIRE,Horaire de 11.65 Euros à 11.65 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=y6rJuGXQcJOP15t8TojCKQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDFS,0,0,0.0,0,24232.0,Intérim,Poët,,Santé et Médecine
179WDFQ,Conducteur de ligne (H/F),"PARTNAIRE, chercheur de talents CDI, CDD, intérim, recherche pour son agence de Pontivy, reconnue pour son équipe dynamique, soucieuse de la fidélisation de ses intérimaires et du relationnel client, un CONDUCTEUR DE LIGNE FABRICATION h/f pour son client leader Français en production porcine et spécialisé dans la production et l'élaboration de charcuteries pour la grande distribution.

Poste basé sur le secteur de Loudéac (22).

Sous la responsabilité de l'Agent de Maîtrise Fabrication Charcuterie Cuite, vos missions :
- Prendre connaissance du programme de fabrication et des instructions (ordonnancement de la journée, priorités...)
- Préparer son poste de travail en fonction du programme de la journée, s'assurer de la propreté du matériel avant le démarrage et mettre en fonctionnement les différentes machines (cutter, affineur...) 
- Approvisionner la ligne en matériels, en matières et en épices
- Veiller à la conformité et à la qualité des matières (ex : DLC)
- Mettre en oeuvre les opérations de fabrication dans les délais en respectant strictement le process et les recettes
- Transférer les pâtes en salle de fabrication / dosage 
- Respecter les règles d'hygiène et de sécurité requises  

Horaires en alternance 2*8 matin/après-midi, du lundi au vendredi.

Poste à pourvoir immédiatement et sur le long terme.

Rémunération selon profil. 

Si votre candidature est retenue, vous serez rapidement contacté(e) par l'un de nos spécialistes en recrutement pour un entretien à l'agence PARTNAIRE de Pontivy. Vous êtes titulaire d'un BAC dans le domaine de l'agroalimentaire et justifiez idéalement d'une première expérience réussie sur un poste similaire. 

Afin d'assurer les missions qui vous sont confiées, vous faites preuve d'autonomie et savez gérer les priorités. Vous êtes également capable d'intervenir immédiatement et/ou de prévenir votre Responsable en cas d'anomalie.

- Rémunération fixe sur 13 mois
- Primes variables
- Intéressement / Participation
- Mutuelle / Prévoyance
- Avantages CSE",2024-08-23T04:32:42.739Z,2024-08-23T04:32:43.051Z,H2102,Conducteur / Conductrice de ligne en industrie alimentaire,Conducteur(trice) ligne production/fabrication indus aliment,CDI,CDI,Contrat travail,E,1,35H,Temps plein,2.0,Ouvrier spécialisé,78.20Z,78.0,Activités des agences de travail temporaire,22 - Loudéac,48.172261,-2.753746,22600,22136,GROUPE PARTNAIRE,Annuel de 21204.0 Euros à 25000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=1V4MuRUQKJk+Kv00H6AmPA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDFQ,0,0,0.0,0,21204.0,CDI,Loudéac,,Autre
179WDFP,Chauffeur pl polyvalent (H/F),"Notre client est un opérateur global de dimension internationale des services à l'environnement,  aux entreprises et aux collectivités.

Ses activités se répartissent en deux branches distinctes : la division Environnement et la division Multiservices.

Toutes deux reposent sur un même socle de valeurs  et partagent une ambition commune : Servir les Hommes tout en protégeant  leur environnement

Nous recherchons pour l'un de nos clients un chauffeur PL polyvalent (H/F) sur le secteur de Champigneulles.

Au quotidien, vous serez chargés de la conduite de benne ampliroll sur le secteur de Nancy et agglomération, de la réception des livraisons des camions et de la redirection sur site pour vider au bon endroit les différentes matières, du déferrage, de la réparation des bennes, du nettoyage des bennes et du tri sur site.

20% conducteur et 80% manoeuvre

Permis C obligatoire

Mission 35h/semaine du lundi au vendredi (pas de weekend) de 8h à 12h et de 13h à 17h 
Taux horaire 12.50EUR + tickets restaurant 9EUR Vous êtes titulaire du permis C, vous êtes motivé(e), rigoureux(se) et autonome. Le travail manuel ne vous fait pas peur.
Vous avez a coeur le respect des règles de sécurité, alors le poste est fait pour vous !

Possèder le caces B1 serait un plus mais pas obligatoire.



N'hésitez plus postuler.

Taux horaire 12.50EUR + tickets restaurant 9EUR

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:32:40.970Z,2024-08-23T04:32:41.263Z,N4101,Conducteur / Conductrice de poids lourd,Chauffeur / Chauffeuse de poids lourd,MIS,Intérim - 1 Mois,Contrat travail,E,1,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,54 - Champigneulles,48.732484,6.157376,54250,54115,PARTNAIRE,Horaire de 12.0 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=gngtcovWtp71VlVYYm1KUg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WDFP,0,0,0.0,0,24960.0,Intérim,Champigneulles,,Santé et Médecine
