id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,accessibleTH,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,offresManqueCandidats,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,entreprise.entrepriseAdaptee,salaire.libelle,contact.coordonnees1,contact.urlPostulation,origineOffre.origine,origineOffre.urlOrigine,competences,qualitesProfessionnelles,salaire.complement1,salaire.complement2,contact.nom,contact.courriel,salaire.commentaire,langues,deplacementLibelle,permis,formations,deplacementCode,contact.coordonnees2,contact.coordonnees3,experienceCommentaire,nombrePostes,filtre,agregation
179XXNH,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:11:53.828Z,2024-08-25T00:11:54.159Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,93 - Aubervilliers,48.912878,2.386167,93300.0,93001.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNH",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXNH,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNH","11,34",,,,,,,,,,,
179XXNG,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:11:00.372Z,2024-08-25T00:11:00.698Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,86 - Poitiers,46.586578,0.35668,86000.0,86194.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNG",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXNG,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNG","11,34",,,,,,,,,,,
179XXNF,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:10:12.419Z,2024-08-25T00:10:12.764Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,84 - Avignon,43.936694,4.845053,84140.0,84007.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNF",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXNF,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNF","11,34",,,,,,,,,,,
179XXND,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:09:15.740Z,2024-08-25T00:09:16.068Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,94 - Créteil,48.784506,2.452976,94000.0,94028.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXND",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXND,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXND","11,34",,,,,,,,,,,
179XXNC,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:08:26.903Z,2024-08-25T00:08:27.231Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,94 - Vitry-sur-Seine,48.789495,2.39571,94400.0,94081.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNC",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXNC,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNC","11,34",,,,,,,,,,,
179XXNB,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:07:29.334Z,2024-08-25T00:07:29.666Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,92 - Nanterre,48.898095,2.202314,92000.0,92050.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNB",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXNB,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXNB","11,34",,,,,,,,,,,
179XXMZ,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:06:38.023Z,2024-08-25T00:06:38.337Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,59 - Roubaix,50.688454,3.183662,59100.0,59512.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMZ",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMZ,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMZ","11,34",,,,,,,,,,,
179XXMY,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:05:57.600Z,2024-08-25T00:05:57.897Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,59 - Tourcoing,50.720797,3.157799,59200.0,59599.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMY",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMY,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMY","11,34",,,,,,,,,,,
179XXMX,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:05:13.846Z,2024-08-25T00:05:14.166Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,54 - Nancy,48.688135,6.171263,54100.0,54395.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMX",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMX,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMX","11,34",,,,,,,,,,,
179XXMW,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:04:31.676Z,2024-08-25T00:04:32.015Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,68 - Mulhouse,47.751678,7.326517,68100.0,68224.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMW",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMW,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMW","11,34",,,,,,,,,,,
179XXMT,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:03:24.731Z,2024-08-25T00:03:25.038Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,95 - Argenteuil,48.948465,2.248202,95100.0,95018.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMT",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMT,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMT","11,34",,,,,,,,,,,
179XXMS,Electromécanicien de maintenance industrielle,"Les électromécaniciens installent, réparent et entretiennent les composants mécaniques et électriques des machines, des outils et de l'équipement. Ils testent les pièces électriques pour s'assurer de leur efficacité et apportent des améliorations en conséquence.


Vos missions:
- Dépannage électrique industriel,
- Dépannage mécanique,
- Travaux susceptible d'être en hauteur (pont roulant)
- Choix des fournisseurs nécessaire
- Accompagnement des sous traitant lors de leur interventions
- Suivis des VGP

Le poste est en lien direct avec le directeur de production. 

Votre profil:

- Habilitation électrique basse et haute tension,
- Bac +2 avec quelques années d'expérience dans l'industrie métallurgique,


- Salaire 2 900EUR/mois
- Rythme du lundi au vendredi en travail de jour
- Type d'emploi : temps plein, CDI
- Les primes et gratifications : heures supplémentaires majorées.",2024-08-25T00:03:14.148Z,2024-08-25T00:03:14.347Z,I1304,Technicien / Technicienne de maintenance industrielle,Électromécanicien(ne) de maintenance industrielle,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,0.0,59 - Lille,50.630992,3.045433,59000.0,59350.0,ESSENTIEL RECRUTEMENT,0.0,Horaire de 13.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=Gc3gh4gwHPj4RfWug5Gxpg==,http://app.mytalentplug.com/redirection.aspx?ojid=Gc3gh4gwHPj4RfWug5Gxpg==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMS,,,,,,,,,,,,,,,,,,
179XXMQ,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:02:35.499Z,2024-08-25T00:02:35.892Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,14 - Caen,49.184316,-0.37193,14000.0,14118.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMQ",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMQ,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMQ","11,34",,,,,,,,,,,
179XXMP,Vendeur / Vendeuse de fruits et légumes,"Reception des marchandises
 Veille à la conformité de la livraisMise en place des produits en rayon
Vérification du balisage et de l'étiquetage des produits en rayon
Gestion des stocks et des besoins en approvisionnement
Nettoyage et entretient de l'espace de vente et des produits en rayon",2024-08-25T00:01:50.325Z,2024-08-25T00:01:50.657Z,D1106,Épicier / Épicière,Vendeur / Vendeuse de fruits et légumes,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,5.0,Employé non qualifié,45.20A,45.0,Entretien et réparation de véhicules automobiles légers,0.0,28 - Montreuil,48.778488,1.37933,28500.0,28267.0,DES VOIRONS,0.0,,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMP",,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMP,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'S'}, {'code': '300375', 'libelle': 'Organiser, aménager un espace de vente', 'exigence': 'S'}, {'code': '300374', 'libelle': 'Présenter et valoriser un produit ou un service', 'exigence': 'S'}, {'code': '102903', 'libelle': 'Retirer des produits non conformes', 'exigence': 'S'}]",,Autre,,DES VOIRONS - M. - DELUCINGES,"Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/179XXMP","11,34",,,,,,,,,,,
179XXMJ,Tourneur sur Commande Numérique (CN),"Aquila RH, acteur du recrutement en Intérim, CDD, CDI, recherche pour l'un de ses clients, entreprise normande spécialisée dans la mécanique de précision, un(e) tourneur fraiseur (H/F) basé à de Caen (14).

Vous interviendrez dans l'atelier avec une équipe d'experts en usinage et assemblage d'ensembles et de sous-ensembles mécaniques.



Vos missions:
Sous la responsabilité du chef d'atelier, vos principales missions sont :

- Etudier, définir et formaliser un process de fabrication par usinage
- Choisir les outils de coupe les plus adaptés pour réaliser la pièce
- Travailler sur un tour à 3, 4 et 5 axes
- Travailler sur une fraise 5 axes continus 1150x650x650 avec EROWA
- Conduire la machine et suivre le bon déroulement de la fabrication
- Réaliser et suivre des programmes d'usinage
- Réaliser des tests, ajuster les réglages
- Réaliser un contrôle visuel et dimensionnel
 
Votre profil:
- De formation de tourneur fraiseur, vous possédez une première expérience sur un poste similaire
- Vous êtes rigoureux et savez-vous adapter
- Vous devez accepter de travailler en 2x8



Les plus :

- Salaire selon l'expérience
- Base hebdomadaire : 35 heures
- Travail du lundi au vendredi
- Avantage de l'agence
o CET à 5%
o CE
",2024-08-24T23:33:13.400Z,2024-08-24T23:33:13.650Z,H2903,Tourneur-fraiseur / Tourneuse-fraiseuse,Tourneur / Tourneuse sur Commande Numérique -CN-,MIS,Intérim - 4 Mois,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,0.0,14 - Caen,49.184316,-0.37193,14000.0,14118.0,AQUILA RH,0.0,Horaire de 11.65 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=hoSG4ew2whgBGqLZG0v3OA==,http://app.mytalentplug.com/redirection.aspx?ojid=hoSG4ew2whgBGqLZG0v3OA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMJ,,,,,,,,,,,,,,,,,,
179XXMD,Agent d'entretien/propreté de locaux,"Aquila RH Essarts en Bocage, spécialiste du travail temporaire, CDD et CDI se démarque grâce à son engagement, sa proximité et sa transparence envers vous. Notre objectif principal est de vous offrir toutes les chances de réussir dans votre recherche d'emploi. Située en Vendée depuis plusieurs années, notre agence à taille humaine a pour priorité la satisfaction de nos candidats/intérimaires ainsi que de nos clients. Séverine et Magali seront là pour vous accueillir avec bienveillance et efficacité et vous aider à trouver l'entreprise qui vous convient.

Aquila RH, recherche pour l'un des ses clients, un agent d'entretien/propreté des locaux H/F sur les secteurs de La Roche, le Poiré sur Vie, Aizenay et les Essarts.


Vos missions:
- Nettoyage en entreprises :
nettoyage des bureaux
nettoyage des vestiaires et des locaux communs 
Votre profil:
- Vous bénéficiez d'une première expérience en tant qu'agent d'entretien.
- Déplacement avec votre véhicule personnel d'un site à l'autre (+6% du salaire brut en indemnités kilométriques)

Contrat de 29h par semaine.

lundi : 6h-7h : Aizenay / 17h-19h : les Essarts
mardi : 7h-8h / 8h15-9h30 : sites sur La Roche sur Yon / 17h-19h : les Essarts
mercredi : 5h15-6h15 : La Roche sur Yon / 6h30-7h45 : Le Poiré sur Vie / 17h-19h : les Essarts
jeudi : 17h-19h : les Essarts
vendredi : 6h45-7h45 / 8h-12h / 12h-14h15 : sites sur la Roche-sur Yon / 17h-19h : les Essarts
samedi : 6h30-9h : le Poiré sur Vie / 9h-13h : La Roche-sur-Yon

Poste à pourvoir dès que possible sur du long terme.

AVANTAGES ET RÉMUNÉRATION

- Indemnités kilométriques : 6% du salaire brut
- +10% indemnités compensatrices de congés payés
- +10% indemnités de fin de mission
- Mutuelle
- Pack fidélité : Cumulez 5% d'épargne sur l'ensemble de vos IFM et ICCP + bénéficiez d'une prime de 200 EUR brut si vous travaillez plus de 1517h + profitez de nombreux avantages et prix réduits (Places de cinéma, spectacles, parcs, loisirs, vacances, ...) grâce au Club Avantages Couleur CE.
- FASTT (Location de voiture, garde d'enfants etc...)
- 100 EUR en chèque cadeau en récompense d'un parrainage selon conditions en vigueur en agence Aquila RH les Essarts

Pour plus d'informations et pour rejoindre Aquila RH, vous pouvez visiter notre site web à l'adresse suivante : www.aquila-rh.com

",2024-08-24T23:13:26.831Z,2024-08-24T23:13:27.063Z,K2204,Agent / Agente d'entretien/propreté de locaux,Agent / Agente d'entretien/propreté de locaux,MIS,Intérim - 5 Mois,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,0.0,85 - Roche-sur-Yon,46.671717,-1.412585,85000.0,85191.0,AXINTERIM,0.0,Horaire de 12.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=1LklhF1VnNQwnoZsTV8/tQ==,http://app.mytalentplug.com/redirection.aspx?ojid=1LklhF1VnNQwnoZsTV8/tQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMD,,,,,,,,,,,,,,,,,,
179XXMC,(H/F)Technicien(ne) d'atelier,"Vos missions:
En termes de missions, voici ce que le(la) Technicien(ne) d'atelier doit réaliser :

- L'entretien du parc des engins de manutention,
- Le diagnostique et recherche de pannes,
- D'assurer l'amélioration des travaux d'installation, d'amélioration et de modification au sein de l'atelier,
- S'assurer de la préparation de chariots neufs,
- L'établissement des devis,
- La commande et le suivi des pièces détachées. Votre profil:
Vous êtes titulaire d'un BAC PRO dans la mécanique générale ou d'un BTS MCI.

Vous justifiez d'une expérience réussie sur un poste similaire.

Nous recherchons une personne possédant un grand sens de l'observation et de l'analyse.

L'autonomie et le relationnel sont vos maitres mots ?

Informations complémentaires :

- Salaire : Entre 2300EUR et 2500EUR brut
- Contrat en CDI
- Ticket restaurant : 9EUR
- Avantages : 13ème mois - Prime de présentéisme - mutuelle
- Du lundi au vendredi : 39h


Si vous vous reconnaissez dans cette description ou que vous possédez une expérience dans un poste similaire, envoyez nous votre candidature au plus vite !

",2024-08-24T23:13:13.606Z,2024-08-24T23:13:13.849Z,I1603,Mécanicien / Mécanicienne agricole,Mécanicien(ne) d'atelier et de chantier en matériels-BTP-,CDI,CDI,Contrat travail,D,Débutant accepté,35H,Temps plein,0.0,0.0,7.0,Technicien,78.20Z,78.0,Activités des agences de travail temporaire,0.0,57 - Metz,49.108385,6.194897,57000.0,57463.0,SCALA RH,0.0,Annuel de 21204.0 Euros à 26204.0 Euros sur 12.0 mois,http://app.mytalentplug.com/redirection.aspx?ojid=TNq8JL3M2r1Lolq82lj+vw==,http://app.mytalentplug.com/redirection.aspx?ojid=TNq8JL3M2r1Lolq82lj+vw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179XXMC,,,,,,,,,,,,,,,,,,
